chapter,verse,text
1,1,"Παῦλος 3972 {N-NSM} ἀπόστολος 652 {N-NSM} Ἰησοῦ 2424 {N-GSM} χριστοῦ 5547 {N-GSM} διὰ 1223 {PREP} θελήματος 2307 {N-GSN} θεοῦ, 2316 {N-GSM} καὶ 2532 {CONJ} Τιμόθεος 5095 {N-NSM} ὁ 3588 {T-NSM} ἀδελφός, 80 {N-NSM} τῇ 3588 {T-DSF} ἐκκλησίᾳ 1577 {N-DSF} τοῦ 3588 {T-GSM} θεοῦ 2316 {N-GSM} τῇ 3588 {T-DSF} οὔσῃ 1510 {V-PAP-DSF} ἐν 1722 {PREP} Κορίνθῳ, 2882 {N-DSF} σὺν 4862 {PREP} τοῖς 3588 {T-DPM} ἁγίοις 40 {A-DPM} πᾶσιν 3956 {A-DPM} τοῖς 3588 {T-DPM} οὖσιν 1510 {V-PAP-DPM} ἐν 1722 {PREP} ὅλῃ 3650 {A-DSF} τῇ 3588 {T-DSF} Ἀχαΐᾳ· 882 {N-DSF} "
1,2,χάρις 5485 {N-NSF} ὑμῖν 4771 {P-2DP} καὶ 2532 {CONJ} εἰρήνη 1515 {N-NSF} ἀπὸ 575 {PREP} θεοῦ 2316 {N-GSM} πατρὸς 3962 {N-GSM} ἡμῶν 1473 {P-1GP} καὶ 2532 {CONJ} κυρίου 2962 {N-GSM} Ἰησοῦ 2424 {N-GSM} χριστοῦ. 5547 {N-GSM}  
1,3,"Εὐλογητὸς 2128 {A-NSM} ὁ 3588 {T-NSM} θεὸς 2316 {N-NSM} καὶ 2532 {CONJ} πατὴρ 3962 {N-NSM} τοῦ 3588 {T-GSM} κυρίου 2962 {N-GSM} ἡμῶν 1473 {P-1GP} Ἰησοῦ 2424 {N-GSM} χριστοῦ, 5547 {N-GSM} ὁ 3588 {T-NSM} πατὴρ 3962 {N-NSM} τῶν 3588 {T-GPM} οἰκτιρμῶν 3628 {N-GPM} καὶ 2532 {CONJ} θεὸς 2316 {N-NSM} πάσης 3956 {A-GSF} παρακλήσεως, 3874 {N-GSF} "
1,4,"ὁ 3588 {T-NSM} παρακαλῶν 3870 {V-PAP-NSM} ἡμᾶς 1473 {P-1AP} ἐπὶ 1909 {PREP} πάσῃ 3956 {A-DSF} τῇ 3588 {T-DSF} θλίψει 2347 {N-DSF} ἡμῶν, 1473 {P-1GP} εἰς 1519 {PREP} τὸ 3588 {T-ASN} δύνασθαι 1410 {V-PNN} ἡμᾶς 1473 {P-1AP} παρακαλεῖν 3870 {V-PAN} τοὺς 3588 {T-APM} ἐν 1722 {PREP} πάσῃ 3956 {A-DSF} θλίψει, 2347 {N-DSF} διὰ 1223 {PREP} τῆς 3588 {T-GSF} παρακλήσεως 3874 {N-GSF} ἧς 3739 {R-GSF} παρακαλούμεθα 3870 {V-PPI-1P} αὐτοὶ 846 {P-NPM} ὑπὸ 5259 {PREP} τοῦ 3588 {T-GSM} θεοῦ. 2316 {N-GSM} "
1,5,"Ὅτι 3754 {CONJ} καθὼς 2531 {ADV} περισσεύει 4052 {V-PAI-3S} τὰ 3588 {T-NPN} παθήματα 3804 {N-NPN} τοῦ 3588 {T-GSM} χριστοῦ 5547 {N-GSM} εἰς 1519 {PREP} ἡμᾶς, 1473 {P-1AP} οὕτως 3779 {ADV} διὰ 1223 {PREP} τοῦ 3588 {T-GSM} χριστοῦ 5547 {N-GSM} περισσεύει 4052 {V-PAI-3S} καὶ 2532 {CONJ} ἡ 3588 {T-NSF} παράκλησις 3874 {N-NSF} ἡμῶν. 1473 {P-1GP} "
1,6,"Εἴτε 1535 {CONJ} δὲ 1161 {CONJ} θλιβόμεθα, 2346 {V-PPI-1P} ὑπὲρ 5228 {PREP} τῆς 3588 {T-GSF} ὑμῶν 4771 {P-2GP} παρακλήσεως 3874 {N-GSF} καὶ 2532 {CONJ} σωτηρίας, 4991 {N-GSF} τῆς 3588 {T-GSF} ἐνεργουμένης 1754 {V-PMP-GSF} ἐν 1722 {PREP} ὑπομονῇ 5281 {N-DSF} τῶν 3588 {T-GPN} αὐτῶν 846 {P-GPN} παθημάτων 3804 {N-GPN} ὧν 3739 {R-GPN} καὶ 2532 {CONJ} ἡμεῖς 1473 {P-1NP} πάσχομεν· 3958 {V-PAI-1P} καὶ 2532 {CONJ} ἡ 3588 {T-NSF} ἐλπὶς 1680 {N-NSF} ἡμῶν 1473 {P-1GP} βεβαία 949 {A-NSF} ὑπὲρ 5228 {PREP} ὑμῶν· 4771 {P-2GP} εἴτε 1535 {CONJ} παρακαλούμεθα, 3870 {V-PPI-1P} ὑπὲρ 5228 {PREP} τῆς 3588 {T-GSF} ὑμῶν 4771 {P-2GP} παρακλήσεως 3874 {N-GSF} καὶ 2532 {CONJ} σωτηρίας· 4991 {N-GSF} "
1,7,"εἰδότες 1492 {V-RAP-NPM} ὅτι 3754 {CONJ} ὥσπερ 5618 {ADV} κοινωνοί 2844 {N-NPM} ἐστε 1510 {V-PAI-2P} τῶν 3588 {T-GPN} παθημάτων, 3804 {N-GPN} οὕτως 3779 {ADV} καὶ 2532 {CONJ} τῆς 3588 {T-GSF} παρακλήσεως. 3874 {N-GSF} "
1,8,"Οὐ 3756 {PRT-N} γὰρ 1063 {CONJ} θέλομεν 2309 {V-PAI-1P} ὑμᾶς 4771 {P-2AP} ἀγνοεῖν, 50 {V-PAN} ἀδελφοί, 80 {N-VPM} ὑπὲρ 5228 {PREP} τῆς 3588 {T-GSF} θλίψεως 2347 {N-GSF} ἡμῶν 1473 {P-1GP} τῆς 3588 {T-GSF} γενομένης 1096 {V-2ADP-GSF} ἡμῖν 1473 {P-1DP} ἐν 1722 {PREP} τῇ 3588 {T-DSF} Ἀσίᾳ, 773 {N-DSF} ὅτι 3754 {CONJ} καθ’ 2596 {PREP} ὑπερβολὴν 5236 {N-ASF} ἐβαρήθημεν 916 {V-API-1P} ὑπὲρ 5228 {PREP} δύναμιν, 1411 {N-ASF} ὥστε 5620 {CONJ} ἐξαπορηθῆναι 1820 {V-APN} ἡμᾶς 1473 {P-1AP} καὶ 2532 {CONJ} τοῦ 3588 {T-GSN} ζῇν. 2198 {V-PAN} "
1,9,"Ἀλλὰ 235 {CONJ} αὐτοὶ 846 {P-NPM} ἐν 1722 {PREP} ἑαυτοῖς 1438 {F-1DPM} τὸ 3588 {T-ASN} ἀπόκριμα 610 {N-ASN} τοῦ 3588 {T-GSM} θανάτου 2288 {N-GSM} ἐσχήκαμεν, 2192 {V-RAI-1P} ἵνα 2443 {CONJ} μὴ 3361 {PRT-N} πεποιθότες 3982 {V-2RAP-NPM} ὦμεν 1510 {V-PAS-1P} ἐφ’ 1909 {PREP} ἑαυτοῖς 1438 {F-1DPM} ἀλλ’ 235 {CONJ} ἐπὶ 1909 {PREP} τῷ 3588 {T-DSM} θεῷ 2316 {N-DSM} τῷ 3588 {T-DSM} ἐγείροντι 1453 {V-PAP-DSM} τοὺς 3588 {T-APM} νεκρούς· 3498 {A-APM} "
1,10,"ὃς 3739 {R-NSM} ἐκ 1537 {PREP} τηλικούτου 5082 {D-GSM} θανάτου 2288 {N-GSM} ἐρρύσατο 4506 {V-ANI-3S} ἡμᾶς 1473 {P-1AP} καὶ 2532 {CONJ} ῥύεται, 4506 {V-PNI-3S} εἰς 1519 {PREP} ὃν 3739 {R-ASM} ἠλπίκαμεν 1679 {V-RAI-1P} ὅτι 3754 {CONJ} καὶ 2532 {CONJ} ἔτι 2089 {ADV} ῥύσεται, 4506 {V-FDI-3S} "
1,11,"συνυπουργούντων 4943 {V-PAP-GPM} καὶ 2532 {CONJ} ὑμῶν 4771 {P-2GP} ὑπὲρ 5228 {PREP} ἡμῶν 1473 {P-1GP} τῇ 3588 {T-DSF} δεήσει, 1162 {N-DSF} ἵνα 2443 {CONJ} ἐκ 1537 {PREP} πολλῶν 4183 {A-GPN} προσώπων 4383 {N-GPN} τὸ 3588 {T-NSN} εἰς 1519 {PREP} ἡμᾶς 1473 {P-1AP} χάρισμα 5486 {N-NSN} διὰ 1223 {PREP} πολλῶν 4183 {A-GPM} εὐχαριστηθῇ 2168 {V-APS-3S} ὑπὲρ 5228 {PREP} ὑμῶν. 4771 {P-2GP} "
1,12,"Ἡ 3588 {T-NSF} γὰρ 1063 {CONJ} καύχησις 2746 {N-NSF} ἡμῶν 1473 {P-1GP} αὕτη 3778 {D-NSF} ἐστίν, 1510 {V-PAI-3S} τὸ 3588 {T-NSN} μαρτύριον 3142 {N-NSN} τῆς 3588 {T-GSF} συνειδήσεως 4893 {N-GSF} ἡμῶν, 1473 {P-1GP} ὅτι 3754 {CONJ} ἐν 1722 {PREP} ἁπλότητι 572 {N-DSF} καὶ 2532 {CONJ} εἰλικρινείᾳ 1505 {N-DSF} θεοῦ, 2316 {N-GSM} οὐκ 3756 {PRT-N} ἐν 1722 {PREP} σοφίᾳ 4678 {N-DSF} σαρκικῇ 4559 {A-DSF} ἀλλ’ 235 {CONJ} ἐν 1722 {PREP} χάριτι 5485 {N-DSF} θεοῦ, 2316 {N-GSM} ἀνεστράφημεν 390 {V-2API-1P} ἐν 1722 {PREP} τῷ 3588 {T-DSM} κόσμῳ, 2889 {N-DSM} περισσοτέρως 4057 {ADV-C} δὲ 1161 {CONJ} πρὸς 4314 {PREP} ὑμᾶς. 4771 {P-2AP} "
